sample	location	year	latitude	longitude	x	y	dataset	reads
SRR12095364	towle_glacier	2015	-76.3928032281242	161.056	553984.748608496	1520042.14838106	dt4	24367
SRR12095365	mount_gran	2015	-76.5713031734482	161.243	558134.674464279	1499958.3101496	dt4	19767
SRR12095366	mount_gran	2015	-76.5803031268345	161.097	554316.420598704	1499094.02630225	dt4	15882
SRR12095367	mount_murray	2015	-76.0965041132942	162.01	419832.361062485	1552015.34037644	dt4	53359
SRR12095368	mackay_glacier	2015	-76.4936037705073	162.064	423484.390947867	1507828.92145392	dt4	18869
SRR12095369	mackay_glacier	2015	-76.4701032588591	161.27	559269.147072814	1511216.29897475	dt4	20326
SRR12095370	mount_seuss	2015	-77.0148030307613	161.456	561587.510456334	1450288.50072001	dt4	12204
SRR12095371	mount_seuss	2015	-77.0110029433903	161.426	560853.119302948	1450743.45219507	dt4	14118
SRR12095372	pegtop_mountain	2015	-77.0276028087831	161.216	555518.208388492	1449100.22068773	dt4	27921
SRR12095373	flatiron	2015	-77.0038034933141	162.238	430686.534786031	1451174.19447904	dt4	22534
SRR12095374	spaulding_pond	2015	-77.6500034728176	163.116	455024.615049825	1379967.33066686	dt4	9353
SRR12095375	benson_glacier	2015	-76.5200033822453	161.45	563734.975294298	1505464.3728797	dt4	13165
SRR12095376	cliff_nunatak	2015	-76.0663042093991	162.008	419608.024666489	1555378.38672007	dt4	45680
SRR12095377	towle_glacier	2015	-76.4373031813168	161.007	552529.570894955	1515123.57974264	dt4	60054
SRR12095378	mount_seuss	2015	-77.0157029475747	161.405	560305.192614989	1450241.02359571	dt4	29724
SRR12095379	mount_seuss	2015	-77.0138029929051	161.428	560890.360020095	1450429.16958678	dt4	46014
